"시도별","산업별","항목","시점",데이터
"전라북도","커피 전문점","10～19석","2019",525
"전라북도","커피 전문점","20～29석","2017",314
"전라북도","커피 전문점","20～29석","2018",324
"전라북도","커피 전문점","20～29석","2019",677
"전라북도","커피 전문점","30～49석","2017",452
"전라북도","커피 전문점","30～49석","2018",1007
"전라북도","커피 전문점","30～49석","2019",350
"전라북도","커피 전문점","50～99석","2017",682
"전라북도","커피 전문점","50～99석","2018",521
"전라북도","커피 전문점","50～99석","2019",487
"전라북도","커피 전문점","100석 이상","2017",169
"전라북도","커피 전문점","100석 이상","2018",81
"전라북도","커피 전문점","100석 이상","2019",168
"전라북도","기타 비알코올 음료점업","사업체수","2017",721
"전라북도","기타 비알코올 음료점업","사업체수","2018",749
"전라북도","기타 비알코올 음료점업","사업체수","2019",807
"전라북도","기타 비알코올 음료점업","9석 이하","2017",47
"전라북도","기타 비알코올 음료점업","9석 이하","2018",63
"전라북도","기타 비알코올 음료점업","9석 이하","2019",71
"전라북도","기타 비알코올 음료점업","10～19석","2017",209
"전라북도","기타 비알코올 음료점업","10～19석","2018",174
"전라북도","기타 비알코올 음료점업","10～19석","2019",73
"전라북도","기타 비알코올 음료점업","20～29석","2017",109
"전라북도","기타 비알코올 음료점업","20～29석","2018",237
"전라북도","기타 비알코올 음료점업","20～29석","2019",253
"전라북도","기타 비알코올 음료점업","30～49석","2017",271
"전라북도","기타 비알코올 음료점업","30～49석","2018",247
"전라북도","기타 비알코올 음료점업","30～49석","2019",326
"전라북도","기타 비알코올 음료점업","50～99석","2017",85
"전라북도","기타 비알코올 음료점업","50～99석","2018",28
"전라북도","기타 비알코올 음료점업","50～99석","2019",84
"전라북도","기타 비알코올 음료점업","100석 이상","2017",-
"전라북도","기타 비알코올 음료점업","100석 이상","2018",0
"전라북도","기타 비알코올 음료점업","100석 이상","2019",0
"전라남도","음식점 및 주점업","사업체수","2017",28158
"전라남도","음식점 및 주점업","사업체수","2018",28864
"전라남도","음식점 및 주점업","사업체수","2019",29481
"전라남도","음식점 및 주점업","9석 이하","2017",1873
"전라남도","음식점 및 주점업","9석 이하","2018",2585
"전라남도","음식점 및 주점업","9석 이하","2019",2365
"전라남도","음식점 및 주점업","10～19석","2017",3837
"전라남도","음식점 및 주점업","10～19석","2018",4473
"전라남도","음식점 및 주점업","10～19석","2019",3406
"전라남도","음식점 및 주점업","20～29석","2017",4867
"전라남도","음식점 및 주점업","20～29석","2018",5707
"전라남도","음식점 및 주점업","20～29석","2019",6765
"전라남도","음식점 및 주점업","30～49석","2017",8050
"전라남도","음식점 및 주점업","30～49석","2018",8306
"전라남도","음식점 및 주점업","30～49석","2019",8204
"전라남도","음식점 및 주점업","50～99석","2017",7555
"전라남도","음식점 및 주점업","50～99석","2018",5819
"전라남도","음식점 및 주점업","50～99석","2019",6453
"전라남도","음식점 및 주점업","100석 이상","2017",1976
"전라남도","음식점 및 주점업","100석 이상","2018",1973
"전라남도","음식점 및 주점업","100석 이상","2019",2287
"전라남도","음식점업","사업체수","2017",19873
"전라남도","음식점업","사업체수","2018",20207
"전라남도","음식점업","사업체수","2019",20423
"전라남도","음식점업","9석 이하","2017",1596
"전라남도","음식점업","9석 이하","2018",2260
"전라남도","음식점업","9석 이하","2019",2002
"전라남도","음식점업","10～19석","2017",2662
"전라남도","음식점업","10～19석","2018",2557
"전라남도","음식점업","10～19석","2019",2235
"전라남도","음식점업","20～29석","2017",3083
"전라남도","음식점업","20～29석","2018",3277
"전라남도","음식점업","20～29석","2019",3560
"전라남도","음식점업","30～49석","2017",4940
"전라남도","음식점업","30～49석","2018",5636
"전라남도","음식점업","30～49석","2019",5569
"전라남도","음식점업","50～99석","2017",6033
"전라남도","음식점업","50～99석","2018",4768
"전라남도","음식점업","50～99석","2019",5310
"전라남도","음식점업","100석 이상","2017",1560
"전라남도","음식점업","100석 이상","2018",1708
"전라남도","음식점업","100석 이상","2019",1746
"전라남도","한식 음식점업","사업체수","2017",14014
"전라남도","한식 음식점업","사업체수","2018",14199
"전라남도","한식 음식점업","사업체수","2019",14172
"전라남도","한식 음식점업","9석 이하","2017",598
"전라남도","한식 음식점업","9석 이하","2018",685
"전라남도","한식 음식점업","9석 이하","2019",672
"전라남도","한식 음식점업","10～19석","2017",1610
"전라남도","한식 음식점업","10～19석","2018",1572
"전라남도","한식 음식점업","10～19석","2019",954
"전라남도","한식 음식점업","20～29석","2017",1717
"전라남도","한식 음식점업","20～29석","2018",2220
"전라남도","한식 음식점업","20～29석","2019",2038
"전라남도","한식 음식점업","30～49석","2017",3565
"전라남도","한식 음식점업","30～49석","2018",4303
"전라남도","한식 음식점업","30～49석","2019",4530
"전라남도","한식 음식점업","50～99석","2017",5230
"전라남도","한식 음식점업","50～99석","2018",4079
"전라남도","한식 음식점업","50～99석","2019",4473
"전라남도","한식 음식점업","100석 이상","2017",1293
"전라남도","한식 음식점업","100석 이상","2018",1340
"전라남도","한식 음식점업","100석 이상","2019",1505
"전라남도","한식 일반 음식점업","사업체수","2017",9000
"전라남도","한식 일반 음식점업","사업체수","2018",8901
"전라남도","한식 일반 음식점업","사업체수","2019",8847
"전라남도","한식 일반 음식점업","9석 이하","2017",581
"전라남도","한식 일반 음식점업","9석 이하","2018",643
"전라남도","한식 일반 음식점업","9석 이하","2019",672
"전라남도","한식 일반 음식점업","10～19석","2017",1511
"전라남도","한식 일반 음식점업","10～19석","2018",1101
"전라남도","한식 일반 음식점업","10～19석","2019",672
"전라남도","한식 일반 음식점업","20～29석","2017",1068
"전라남도","한식 일반 음식점업","20～29석","2018",1478
"전라남도","한식 일반 음식점업","20～29석","2019",1120
"전라남도","한식 일반 음식점업","30～49석","2017",1630
"전라남도","한식 일반 음식점업","30～49석","2018",2458
"전라남도","한식 일반 음식점업","30～49석","2019",2911
"전라남도","한식 일반 음식점업","50～99석","2017",3446
"전라남도","한식 일반 음식점업","50～99석","2018",2478
"전라남도","한식 일반 음식점업","50～99석","2019",2817
"전라남도","한식 일반 음식점업","100석 이상","2017",763
"전라남도","한식 일반 음식점업","100석 이상","2018",743
"전라남도","한식 일반 음식점업","100석 이상","2019",656
"전라남도","한식 면 요리 전문점","사업체수","2017",409
"전라남도","한식 면 요리 전문점","사업체수","2018",455
"전라남도","한식 면 요리 전문점","사업체수","2019",472
"전라남도","한식 면 요리 전문점","9석 이하","2017",17
"전라남도","한식 면 요리 전문점","9석 이하","2018",42
"전라남도","한식 면 요리 전문점","9석 이하","2019",0
"전라남도","한식 면 요리 전문점","10～19석","2017",37
"전라남도","한식 면 요리 전문점","10～19석","2018",56
"전라남도","한식 면 요리 전문점","10～19석","2019",47
"전라남도","한식 면 요리 전문점","20～29석","2017",34
"전라남도","한식 면 요리 전문점","20～29석","2018",88
"전라남도","한식 면 요리 전문점","20～29석","2019",115
"전라남도","한식 면 요리 전문점","30～49석","2017",215
"전라남도","한식 면 요리 전문점","30～49석","2018",136
"전라남도","한식 면 요리 전문점","30～49석","2019",169
"전라남도","한식 면 요리 전문점","50～99석","2017",76
"전라남도","한식 면 요리 전문점","50～99석","2018",115
"전라남도","한식 면 요리 전문점","50～99석","2019",105
"전라남도","한식 면 요리 전문점","100석 이상","2017",29
"전라남도","한식 면 요리 전문점","100석 이상","2018",18
"전라남도","한식 면 요리 전문점","100석 이상","2019",37
"전라남도","한식 육류 요리 전문점","사업체수","2017",2862
"전라남도","한식 육류 요리 전문점","사업체수","2018",3066
"전라남도","한식 육류 요리 전문점","사업체수","2019",3075
"전라남도","한식 육류 요리 전문점","9석 이하","2017",-
"전라남도","한식 육류 요리 전문점","9석 이하","2018",0
"전라남도","한식 육류 요리 전문점","9석 이하","2019",0
"전라남도","한식 육류 요리 전문점","10～19석","2017",-
"전라남도","한식 육류 요리 전문점","10～19석","2018",50
"전라남도","한식 육류 요리 전문점","10～19석","2019",235
"전라남도","한식 육류 요리 전문점","20～29석","2017",294
"전라남도","한식 육류 요리 전문점","20～29석","2018",471
"전라남도","한식 육류 요리 전문점","20～29석","2019",471
"전라남도","한식 육류 요리 전문점","30～49석","2017",839
"전라남도","한식 육류 요리 전문점","30～49석","2018",1151
"전라남도","한식 육류 요리 전문점","30～49석","2019",952
"전라남도","한식 육류 요리 전문점","50～99석","2017",1289
"전라남도","한식 육류 요리 전문점","50～99석","2018",896
"전라남도","한식 육류 요리 전문점","50～99석","2019",811
"전라남도","한식 육류 요리 전문점","100석 이상","2017",440
"전라남도","한식 육류 요리 전문점","100석 이상","2018",498
"전라남도","한식 육류 요리 전문점","100석 이상","2019",607
"전라남도","한식 해산물 요리 전문점","사업체수","2017",1743
"전라남도","한식 해산물 요리 전문점","사업체수","2018",1777
"전라남도","한식 해산물 요리 전문점","사업체수","2019",1778
"전라남도","한식 해산물 요리 전문점","9석 이하","2017",-
"전라남도","한식 해산물 요리 전문점","9석 이하","2018",0
"전라남도","한식 해산물 요리 전문점","9석 이하","2019",0
"전라남도","한식 해산물 요리 전문점","10～19석","2017",62
"전라남도","한식 해산물 요리 전문점","10～19석","2018",365
"전라남도","한식 해산물 요리 전문점","10～19석","2019",0
"전라남도","한식 해산물 요리 전문점","20～29석","2017",322
"전라남도","한식 해산물 요리 전문점","20～29석","2018",183
"전라남도","한식 해산물 요리 전문점","20～29석","2019",333
"전라남도","한식 해산물 요리 전문점","30～49석","2017",880
"전라남도","한식 해산물 요리 전문점","30～49석","2018",558
"전라남도","한식 해산물 요리 전문점","30～49석","2019",499
"전라남도","한식 해산물 요리 전문점","50～99석","2017",418
"전라남도","한식 해산물 요리 전문점","50～99석","2018",590
"전라남도","한식 해산물 요리 전문점","50～99석","2019",741
"전라남도","한식 해산물 요리 전문점","100석 이상","2017",61
"전라남도","한식 해산물 요리 전문점","100석 이상","2018",81
"전라남도","한식 해산물 요리 전문점","100석 이상","2019",206
"전라남도","외국식 음식점업","사업체수","2017",1445
"전라남도","외국식 음식점업","사업체수","2018",1532
"전라남도","외국식 음식점업","사업체수","2019",1619
"전라남도","외국식 음식점업","9석 이하","2017",8
"전라남도","외국식 음식점업","9석 이하","2018",13
"전라남도","외국식 음식점업","9석 이하","2019",140
"전라남도","외국식 음식점업","10～19석","2017",162
"전라남도","외국식 음식점업","10～19석","2018",264
"전라남도","외국식 음식점업","10～19석","2019",181
"전라남도","외국식 음식점업","20～29석","2017",387
"전라남도","외국식 음식점업","20～29석","2018",160
"전라남도","외국식 음식점업","20～29석","2019",582
"전라남도","외국식 음식점업","30～49석","2017",496
"전라남도","외국식 음식점업","30～49석","2018",684
"전라남도","외국식 음식점업","30～49석","2019",292
"전라남도","외국식 음식점업","50～99석","2017",305
"전라남도","외국식 음식점업","50～99석","2018",291
"전라남도","외국식 음식점업","50～99석","2019",373
"전라남도","외국식 음식점업","100석 이상","2017",88
"전라남도","외국식 음식점업","100석 이상","2018",120
"전라남도","외국식 음식점업","100석 이상","2019",51
"전라남도","중식 음식점업","사업체수","2017",865
"전라남도","중식 음식점업","사업체수","2018",862
"전라남도","중식 음식점업","사업체수","2019",889
"전라남도","중식 음식점업","9석 이하","2017",-
"전라남도","중식 음식점업","9석 이하","2018",13
"전라남도","중식 음식점업","9석 이하","2019",98
"전라남도","중식 음식점업","10～19석","2017",49
"전라남도","중식 음식점업","10～19석","2018",123
"전라남도","중식 음식점업","10～19석","2019",49
"전라남도","중식 음식점업","20～29석","2017",310
"전라남도","중식 음식점업","20～29석","2018",74
"전라남도","중식 음식점업","20～29석","2019",343
"전라남도","중식 음식점업","30～49석","2017",274
"전라남도","중식 음식점업","30～49석","2018",444
"전라남도","중식 음식점업","30～49석","2019",165
"전라남도","중식 음식점업","50～99석","2017",217
"전라남도","중식 음식점업","50～99석","2018",165
"전라남도","중식 음식점업","50～99석","2019",211
"전라남도","중식 음식점업","100석 이상","2017",15
"전라남도","중식 음식점업","100석 이상","2018",43
"전라남도","중식 음식점업","100석 이상","2019",23
"전라남도","일식 음식점업","사업체수","2017",223
"전라남도","일식 음식점업","사업체수","2018",275
"전라남도","일식 음식점업","사업체수","2019",284
"전라남도","일식 음식점업","9석 이하","2017",-
"전라남도","일식 음식점업","9석 이하","2018",0
"전라남도","일식 음식점업","9석 이하","2019",27
"전라남도","일식 음식점업","10～19석","2017",27
"전라남도","일식 음식점업","10～19석","2018",72
"전라남도","일식 음식점업","10～19석","2019",87
"전라남도","일식 음식점업","20～29석","2017",68
"전라남도","일식 음식점업","20～29석","2018",8
"전라남도","일식 음식점업","20～29석","2019",87
"전라남도","일식 음식점업","30～49석","2017",88
"전라남도","일식 음식점업","30～49석","2018",116
"전라남도","일식 음식점업","30～49석","2019",40
"전라남도","일식 음식점업","50～99석","2017",32
"전라남도","일식 음식점업","50～99석","2018",54
"전라남도","일식 음식점업","50～99석","2019",33
"전라남도","일식 음식점업","100석 이상","2017",8
"전라남도","일식 음식점업","100석 이상","2018",26
"전라남도","일식 음식점업","100석 이상","2019",11
"전라남도","서양식 음식점업","사업체수","2017",296
"전라남도","서양식 음식점업","사업체수","2018",326
"전라남도","서양식 음식점업","사업체수","2019",359
"전라남도","서양식 음식점업","9석 이하","2017",-
"전라남도","서양식 음식점업","9석 이하","2018",0
"전라남도","서양식 음식점업","9석 이하","2019",0
"전라남도","서양식 음식점업","10～19석","2017",70
"전라남도","서양식 음식점업","10～19석","2018",53
"전라남도","서양식 음식점업","10～19석","2019",45
"전라남도","서양식 음식점업","20～29석","2017",-
"전라남도","서양식 음식점업","20～29석","2018",53
"전라남도","서양식 음식점업","20～29석","2019",136
"전라남도","서양식 음식점업","30～49석","2017",111
"전라남도","서양식 음식점업","30～49석","2018",107
"전라남도","서양식 음식점업","30～49석","2019",69
"전라남도","서양식 음식점업","50～99석","2017",49
"전라남도","서양식 음식점업","50～99석","2018",61
"전라남도","서양식 음식점업","50～99석","2019",91
"전라남도","서양식 음식점업","100석 이상","2017",65
"전라남도","서양식 음식점업","100석 이상","2018",52
"전라남도","서양식 음식점업","100석 이상","2019",17
"전라남도","기타 외국식 음식점업","사업체수","2017",61
"전라남도","기타 외국식 음식점업","사업체수","2018",69
"전라남도","기타 외국식 음식점업","사업체수","2019",87
"전라남도","기타 외국식 음식점업","9석 이하","2017",8
"전라남도","기타 외국식 음식점업","9석 이하","2018",0
"전라남도","기타 외국식 음식점업","9석 이하","2019",16
"전라남도","기타 외국식 음식점업","10～19석","2017",15
"전라남도","기타 외국식 음식점업","10～19석","2018",15
"전라남도","기타 외국식 음식점업","10～19석","2019",0
"전라남도","기타 외국식 음식점업","20～29석","2017",9
"전라남도","기타 외국식 음식점업","20～29석","2018",25
"전라남도","기타 외국식 음식점업","20～29석","2019",16
"전라남도","기타 외국식 음식점업","30～49석","2017",23
"전라남도","기타 외국식 음식점업","30～49석","2018",18
"전라남도","기타 외국식 음식점업","30～49석","2019",17
"전라남도","기타 외국식 음식점업","50～99석","2017",7
"전라남도","기타 외국식 음식점업","50～99석","2018",11
"전라남도","기타 외국식 음식점업","50～99석","2019",38
"전라남도","기타 외국식 음식점업","100석 이상","2017",-
"전라남도","기타 외국식 음식점업","100석 이상","2018",0
"전라남도","기타 외국식 음식점업","100석 이상","2019",0
"전라남도","기관 구내식당업","사업체수","2017",347
"전라남도","기관 구내식당업","사업체수","2018",349
"전라남도","기관 구내식당업","사업체수","2019",354
"전라남도","기관 구내식당업","9석 이하","2017",-
"전라남도","기관 구내식당업","9석 이하","2018",34
"전라남도","기관 구내식당업","9석 이하","2019",0
"전라남도","기관 구내식당업","10～19석","2017",-
"전라남도","기관 구내식당업","10～19석","2018",0
"전라남도","기관 구내식당업","10～19석","2019",56
"전라남도","기관 구내식당업","20～29석","2017",60
"전라남도","기관 구내식당업","20～29석","2018",0
"전라남도","기관 구내식당업","20～29석","2019",28
"전라남도","기관 구내식당업","30～49석","2017",64
"전라남도","기관 구내식당업","30～49석","2018",34
"전라남도","기관 구내식당업","30～49석","2019",0
"전라남도","기관 구내식당업","50～99석","2017",154
"전라남도","기관 구내식당업","50～99석","2018",164
"전라남도","기관 구내식당업","50～99석","2019",135
"전라남도","기관 구내식당업","100석 이상","2017",69
"전라남도","기관 구내식당업","100석 이상","2018",118
"전라남도","기관 구내식당업","100석 이상","2019",135
"전라남도","기관 구내식당업","사업체수","2017",347
"전라남도","기관 구내식당업","사업체수","2018",349
"전라남도","기관 구내식당업","사업체수","2019",354
"전라남도","기관 구내식당업","9석 이하","2017",-
"전라남도","기관 구내식당업","9석 이하","2018",34
"전라남도","기관 구내식당업","9석 이하","2019",0
"전라남도","기관 구내식당업","10～19석","2017",-
"전라남도","기관 구내식당업","10～19석","2018",0
"전라남도","기관 구내식당업","10～19석","2019",56
"전라남도","기관 구내식당업","20～29석","2017",60
"전라남도","기관 구내식당업","20～29석","2018",0
"전라남도","기관 구내식당업","20～29석","2019",28
"전라남도","기관 구내식당업","30～49석","2017",64
"전라남도","기관 구내식당업","30～49석","2018",34
"전라남도","기관 구내식당업","30～49석","2019",0
"전라남도","기관 구내식당업","50～99석","2017",154
"전라남도","기관 구내식당업","50～99석","2018",164
"전라남도","기관 구내식당업","50～99석","2019",135
"전라남도","기관 구내식당업","100석 이상","2017",69
"전라남도","기관 구내식당업","100석 이상","2018",118
"전라남도","기관 구내식당업","100석 이상","2019",135
"전라남도","출장 및 이동 음식점업","사업체수","2017",18
"전라남도","출장 및 이동 음식점업","사업체수","2018",13
"전라남도","출장 및 이동 음식점업","사업체수","2019",14
"전라남도","출장 및 이동 음식점업","9석 이하","2017",11
"전라남도","출장 및 이동 음식점업","9석 이하","2018",10
"전라남도","출장 및 이동 음식점업","9석 이하","2019",14
"전라남도","출장 및 이동 음식점업","10～19석","2017",-
"전라남도","출장 및 이동 음식점업","10～19석","2018",2
"전라남도","출장 및 이동 음식점업","10～19석","2019",0
"전라남도","출장 및 이동 음식점업","20～29석","2017",-
"전라남도","출장 및 이동 음식점업","20～29석","2018",0
"전라남도","출장 및 이동 음식점업","20～29석","2019",0
"전라남도","출장 및 이동 음식점업","30～49석","2017",-
"전라남도","출장 및 이동 음식점업","30～49석","2018",1
"전라남도","출장 및 이동 음식점업","30～49석","2019",0
"전라남도","출장 및 이동 음식점업","50～99석","2017",2
"전라남도","출장 및 이동 음식점업","50～99석","2018",0
"전라남도","출장 및 이동 음식점업","50～99석","2019",0
"전라남도","출장 및 이동 음식점업","100석 이상","2017",5
"전라남도","출장 및 이동 음식점업","100석 이상","2018",0
"전라남도","출장 및 이동 음식점업","100석 이상","2019",0
"전라남도","출장 음식 서비스업","사업체수","2017",18
"전라남도","출장 음식 서비스업","사업체수","2018",13
"전라남도","출장 음식 서비스업","사업체수","2019",14
"전라남도","출장 음식 서비스업","9석 이하","2017",11
"전라남도","출장 음식 서비스업","9석 이하","2018",10
"전라남도","출장 음식 서비스업","9석 이하","2019",14
"전라남도","출장 음식 서비스업","10～19석","2017",-
"전라남도","출장 음식 서비스업","10～19석","2018",2
"전라남도","출장 음식 서비스업","10～19석","2019",0
"전라남도","출장 음식 서비스업","20～29석","2017",-
"전라남도","출장 음식 서비스업","20～29석","2018",0
"전라남도","출장 음식 서비스업","20～29석","2019",0
"전라남도","출장 음식 서비스업","30～49석","2017",-
"전라남도","출장 음식 서비스업","30～49석","2018",1
"전라남도","출장 음식 서비스업","30～49석","2019",0
"전라남도","출장 음식 서비스업","50～99석","2017",2
"전라남도","출장 음식 서비스업","50～99석","2018",0
"전라남도","출장 음식 서비스업","50～99석","2019",0
"전라남도","출장 음식 서비스업","100석 이상","2017",5
"전라남도","출장 음식 서비스업","100석 이상","2018",0
"전라남도","출장 음식 서비스업","100석 이상","2019",0
"전라남도","기타 간이 음식점업","사업체수","2017",4049
"전라남도","기타 간이 음식점업","사업체수","2018",4114
"전라남도","기타 간이 음식점업","사업체수","2019",4264
"전라남도","기타 간이 음식점업","9석 이하","2017",979
"전라남도","기타 간이 음식점업","9석 이하","2018",1519
"전라남도","기타 간이 음식점업","9석 이하","2019",1176
"전라남도","기타 간이 음식점업","10～19석","2017",890
"전라남도","기타 간이 음식점업","10～19석","2018",719
"전라남도","기타 간이 음식점업","10～19석","2019",1044
"전라남도","기타 간이 음식점업","20～29석","2017",919
"전라남도","기타 간이 음식점업","20～29석","2018",897
"전라남도","기타 간이 음식점업","20～29석","2019",913
"전라남도","기타 간이 음식점업","30～49석","2017",815
"전라남도","기타 간이 음식점업","30～49석","2018",615
"전라남도","기타 간이 음식점업","30～49석","2019",746
"전라남도","기타 간이 음식점업","50～99석","2017",341
"전라남도","기타 간이 음식점업","50～99석","2018",234
"전라남도","기타 간이 음식점업","50～99석","2019",329
"전라남도","기타 간이 음식점업","100석 이상","2017",105
"전라남도","기타 간이 음식점업","100석 이상","2018",130
"전라남도","기타 간이 음식점업","100석 이상","2019",55
"전라남도","제과점업","사업체수","2017",572
"전라남도","제과점업","사업체수","2018",612
"전라남도","제과점업","사업체수","2019",678
"전라남도","제과점업","9석 이하","2017",231
"전라남도","제과점업","9석 이하","2018",445
"전라남도","제과점업","9석 이하","2019",311
"전라남도","제과점업","10～19석","2017",109
"전라남도","제과점업","10～19석","2018",62
"전라남도","제과점업","10～19석","2019",225
"전라남도","제과점업","20～29석","2017",112
"전라남도","제과점업","20～29석","2018",90
"전라남도","제과점업","20～29석","2019",81
"전라남도","제과점업","30～49석","2017",112
"전라남도","제과점업","30～49석","2018",3
"전라남도","제과점업","30～49석","2019",58
"전라남도","제과점업","50～99석","2017",6
"전라남도","제과점업","50～99석","2018",12
"전라남도","제과점업","50～99석","2019",4
"전라남도","제과점업","100석 이상","2017",2
"전라남도","제과점업","100석 이상","2018",0
"전라남도","제과점업","100석 이상","2019",0
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2017",557
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2018",598
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수","2019",627
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2017",135
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2018",275
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","9석 이하","2019",170
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2017",174
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2018",164
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","10～19석","2019",96
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2017",48
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2018",82
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","20～29석","2019",74
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2017",101
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2018",31
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","30～49석","2019",244
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2017",94
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2018",14
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","50～99석","2019",37
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2017",5
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2018",33
"전라남도","피자, 햄버거, 샌드위치 및 유사 음식점업","100석 이상","2019",6
"전라남도","치킨 전문점","사업체수","2017",1343
"전라남도","치킨 전문점","사업체수","2018",1298
"전라남도","치킨 전문점","사업체수","2019",1307
"전라남도","치킨 전문점","9석 이하","2017",253
"전라남도","치킨 전문점","9석 이하","2018",248
"전라남도","치킨 전문점","9석 이하","2019",343
"전라남도","치킨 전문점","10～19석","2017",358
"전라남도","치킨 전문점","10～19석","2018",321
"전라남도","치킨 전문점","10～19석","2019",360
"전라남도","치킨 전문점","20～29석","2017",286
"전라남도","치킨 전문점","20～29석","2018",321
"전라남도","치킨 전문점","20～29석","2019",274
"전라남도","치킨 전문점","30～49석","2017",286
"전라남도","치킨 전문점","30～49석","2018",283
"전라남도","치킨 전문점","30～49석","2019",155
"전라남도","치킨 전문점","50～99석","2017",110
"전라남도","치킨 전문점","50～99석","2018",62
"전라남도","치킨 전문점","50～99석","2019",174
"전라남도","치킨 전문점","100석 이상","2017",50
"전라남도","치킨 전문점","100석 이상","2018",62
"전라남도","치킨 전문점","100석 이상","2019",1
"전라남도","김밥 및 기타 간이 음식점업","사업체수","2017",1365
"전라남도","김밥 및 기타 간이 음식점업","사업체수","2018",1416
"전라남도","김밥 및 기타 간이 음식점업","사업체수","2019",1441
"전라남도","김밥 및 기타 간이 음식점업","9석 이하","2017",260
"전라남도","김밥 및 기타 간이 음식점업","9석 이하","2018",450
"전라남도","김밥 및 기타 간이 음식점업","9석 이하","2019",274
"전라남도","김밥 및 기타 간이 음식점업","10～19석","2017",199
"전라남도","김밥 및 기타 간이 음식점업","10～19석","2018",145
"전라남도","김밥 및 기타 간이 음식점업","10～19석","2019",364
"전라남도","김밥 및 기타 간이 음식점업","20～29석","2017",447
"전라남도","김밥 및 기타 간이 음식점업","20～29석","2018",403
"전라남도","김밥 및 기타 간이 음식점업","20～29석","2019",445
"전라남도","김밥 및 기타 간이 음식점업","30～49석","2017",314
"전라남도","김밥 및 기타 간이 음식점업","30～49석","2018",271
"전라남도","김밥 및 기타 간이 음식점업","30～49석","2019",249
"전라남도","김밥 및 기타 간이 음식점업","50～99석","2017",117
"전라남도","김밥 및 기타 간이 음식점업","50～99석","2018",146
"전라남도","김밥 및 기타 간이 음식점업","50～99석","2019",110
"전라남도","김밥 및 기타 간이 음식점업","100석 이상","2017",29
"전라남도","김밥 및 기타 간이 음식점업","100석 이상","2018",2
"전라남도","김밥 및 기타 간이 음식점업","100석 이상","2019",0
"전라남도","간이 음식 포장 판매 전문점","사업체수","2017",212
"전라남도","간이 음식 포장 판매 전문점","사업체수","2018",190
"전라남도","간이 음식 포장 판매 전문점","사업체수","2019",211
"전라남도","간이 음식 포장 판매 전문점","9석 이하","2017",100
"전라남도","간이 음식 포장 판매 전문점","9석 이하","2018",102
"전라남도","간이 음식 포장 판매 전문점","9석 이하","2019",79
"전라남도","간이 음식 포장 판매 전문점","10～19석","2017",50
"전라남도","간이 음식 포장 판매 전문점","10～19석","2018",27
"전라남도","간이 음식 포장 판매 전문점","10～19석","2019",0
"전라남도","간이 음식 포장 판매 전문점","20～29석","2017",26
"전라남도","간이 음식 포장 판매 전문점","20～29석","2018",0
"전라남도","간이 음식 포장 판매 전문점","20～29석","2019",39
"전라남도","간이 음식 포장 판매 전문점","30～49석","2017",2
"전라남도","간이 음식 포장 판매 전문점","30～49석","2018",27
"전라남도","간이 음식 포장 판매 전문점","30～49석","2019",41
"전라남도","간이 음식 포장 판매 전문점","50～99석","2017",15
"전라남도","간이 음식 포장 판매 전문점","50～99석","2018",1
"전라남도","간이 음식 포장 판매 전문점","50～99석","2019",5
"전라남도","간이 음식 포장 판매 전문점","100석 이상","2017",20
"전라남도","간이 음식 포장 판매 전문점","100석 이상","2018",33
"전라남도","간이 음식 포장 판매 전문점","100석 이상","2019",48
"전라남도","주점 및 비알코올 음료점업","사업체수","2017",8285
"전라남도","주점 및 비알코올 음료점업","사업체수","2018",8657
"전라남도","주점 및 비알코올 음료점업","사업체수","2019",9058
"전라남도","주점 및 비알코올 음료점업","9석 이하","2017",277
"전라남도","주점 및 비알코올 음료점업","9석 이하","2018",324
"전라남도","주점 및 비알코올 음료점업","9석 이하","2019",363
"전라남도","주점 및 비알코올 음료점업","10～19석","2017",1175
"전라남도","주점 및 비알코올 음료점업","10～19석","2018",1916
"전라남도","주점 및 비알코올 음료점업","10～19석","2019",1171
